City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,29,9,-69%,20231117,What Home Is,1711474234
Denver,7,2,-71%,20231117,What Home Is,1711474234
Sacramento,0,2,-,20231117,What Home Is,1711474234
St. Louis,0,2,-,20231117,What Home Is,1711474234
Hartford,0,1,-,20231117,What Home Is,1711474234
Nashville,0,1,-,20231117,What Home Is,1711474234
Toronto,0,1,-,20231117,What Home Is,1711474234
Albuquerque,2,0,-100%,20231117,What Home Is,1711474234
Burlington,1,0,-100%,20231117,What Home Is,1711474234
Daytona Beach,1,0,-100%,20231117,What Home Is,1711474234
Gunnison,2,0,-100%,20231117,What Home Is,1711474234
Hong Kong,1,0,-100%,20231117,What Home Is,1711474234
Houston,1,0,-100%,20231117,What Home Is,1711474234
Kingston Upon Hull,2,0,-100%,20231117,What Home Is,1711474234
Las Vegas,3,0,-100%,20231117,What Home Is,1711474234
Leesburg,1,0,-100%,20231117,What Home Is,1711474234
London,1,0,-100%,20231117,What Home Is,1711474234
Mexico City,1,0,-100%,20231117,What Home Is,1711474234
New York City,2,0,-100%,20231117,What Home Is,1711474234
Raleigh,1,0,-100%,20231117,What Home Is,1711474234
Rochester,1,0,-100%,20231117,What Home Is,1711474234
Saint George's,1,0,-100%,20231117,What Home Is,1711474234
Venice,1,0,-100%,20231117,What Home Is,1711474234
