City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,162,49,-70%,20250418,That Thing,1807227251,listeners
Tokyo,6,3,-50%,20250418,That Thing,1807227251,listeners
Atlanta,5,2,-60%,20250418,That Thing,1807227251,listeners
Boston,6,2,-67%,20250418,That Thing,1807227251,listeners
San Francisco,3,2,-33%,20250418,That Thing,1807227251,listeners
Seattle,1,2,+100%,20250418,That Thing,1807227251,listeners
Ann Arbor,0,1,-,20250418,That Thing,1807227251,listeners
Auckland,0,1,-,20250418,That Thing,1807227251,listeners
Baton Rouge,2,1,-50%,20250418,That Thing,1807227251,listeners
Benoni,0,1,-,20250418,That Thing,1807227251,listeners
Biel/Bienne,0,1,-,20250418,That Thing,1807227251,listeners
Bismarck,0,1,-,20250418,That Thing,1807227251,listeners
Blacksburg,0,1,-,20250418,That Thing,1807227251,listeners
Bologna,0,1,-,20250418,That Thing,1807227251,listeners
Bonanza,0,1,-,20250418,That Thing,1807227251,listeners
Buffalo,0,1,-,20250418,That Thing,1807227251,listeners
Charlotte,3,1,-67%,20250418,That Thing,1807227251,listeners
Chicago,9,1,-89%,20250418,That Thing,1807227251,listeners
Dallas,1,1,0%,20250418,That Thing,1807227251,listeners
Denver,5,1,-80%,20250418,That Thing,1807227251,listeners
Detroit,3,1,-67%,20250418,That Thing,1807227251,listeners
Edmonton,1,1,0%,20250418,That Thing,1807227251,listeners
Fort Lauderdale,0,1,-,20250418,That Thing,1807227251,listeners
Halifax,0,1,-,20250418,That Thing,1807227251,listeners
Hammond,0,1,-,20250418,That Thing,1807227251,listeners
Hartford,3,1,-67%,20250418,That Thing,1807227251,listeners
Houston,3,1,-67%,20250418,That Thing,1807227251,listeners
Johnson City,0,1,-,20250418,That Thing,1807227251,listeners
Knoxville,0,1,-,20250418,That Thing,1807227251,listeners
Lewiston,0,1,-,20250418,That Thing,1807227251,listeners
Montréal,0,1,-,20250418,That Thing,1807227251,listeners
Orlando,2,1,-50%,20250418,That Thing,1807227251,listeners
Queensbury,0,1,-,20250418,That Thing,1807227251,listeners
Quimper,0,1,-,20250418,That Thing,1807227251,listeners
Rexburg,0,1,-,20250418,That Thing,1807227251,listeners
Sacramento,1,1,0%,20250418,That Thing,1807227251,listeners
San Diego,0,1,-,20250418,That Thing,1807227251,listeners
Santa Fe,0,1,-,20250418,That Thing,1807227251,listeners
Sydney,0,1,-,20250418,That Thing,1807227251,listeners
Tacoma,0,1,-,20250418,That Thing,1807227251,listeners
Tampa,0,1,-,20250418,That Thing,1807227251,listeners
Tijuana,0,1,-,20250418,That Thing,1807227251,listeners
Albuquerque,1,0,-100%,20250418,That Thing,1807227251,listeners
Anaheim,1,0,-100%,20250418,That Thing,1807227251,listeners
Austin,3,0,-100%,20250418,That Thing,1807227251,listeners
Brisbane,1,0,-100%,20250418,That Thing,1807227251,listeners
Cape Coral,1,0,-100%,20250418,That Thing,1807227251,listeners
Cape Town,2,0,-100%,20250418,That Thing,1807227251,listeners
Carmel,1,0,-100%,20250418,That Thing,1807227251,listeners
Christchurch,1,0,-100%,20250418,That Thing,1807227251,listeners
Columbus,2,0,-100%,20250418,That Thing,1807227251,listeners
Des Moines,2,0,-100%,20250418,That Thing,1807227251,listeners
Dublin,1,0,-100%,20250418,That Thing,1807227251,listeners
Durham,1,0,-100%,20250418,That Thing,1807227251,listeners
Elche,1,0,-100%,20250418,That Thing,1807227251,listeners
Fort Madison,1,0,-100%,20250418,That Thing,1807227251,listeners
Frederick,1,0,-100%,20250418,That Thing,1807227251,listeners
Glasgow,2,0,-100%,20250418,That Thing,1807227251,listeners
Gordon,1,0,-100%,20250418,That Thing,1807227251,listeners
Greenville,1,0,-100%,20250418,That Thing,1807227251,listeners
Hanoi,1,0,-100%,20250418,That Thing,1807227251,listeners
Heerenveen,1,0,-100%,20250418,That Thing,1807227251,listeners
Indianapolis,2,0,-100%,20250418,That Thing,1807227251,listeners
Jackson,1,0,-100%,20250418,That Thing,1807227251,listeners
Kansas City,1,0,-100%,20250418,That Thing,1807227251,listeners
Kyiv,1,0,-100%,20250418,That Thing,1807227251,listeners
Lancaster,1,0,-100%,20250418,That Thing,1807227251,listeners
Las Vegas,1,0,-100%,20250418,That Thing,1807227251,listeners
Leeds,1,0,-100%,20250418,That Thing,1807227251,listeners
London,4,0,-100%,20250418,That Thing,1807227251,listeners
Los Angeles,2,0,-100%,20250418,That Thing,1807227251,listeners
Loveland,1,0,-100%,20250418,That Thing,1807227251,listeners
Malmö,1,0,-100%,20250418,That Thing,1807227251,listeners
Manchester,1,0,-100%,20250418,That Thing,1807227251,listeners
Marshalltown,1,0,-100%,20250418,That Thing,1807227251,listeners
Melbourne,1,0,-100%,20250418,That Thing,1807227251,listeners
Mesa,1,0,-100%,20250418,That Thing,1807227251,listeners
Miami,1,0,-100%,20250418,That Thing,1807227251,listeners
Milwaukee,1,0,-100%,20250418,That Thing,1807227251,listeners
Minneapolis,1,0,-100%,20250418,That Thing,1807227251,listeners
Missoula,1,0,-100%,20250418,That Thing,1807227251,listeners
Mumbai,2,0,-100%,20250418,That Thing,1807227251,listeners
Nashville,1,0,-100%,20250418,That Thing,1807227251,listeners
New Haven,1,0,-100%,20250418,That Thing,1807227251,listeners
New York City,3,0,-100%,20250418,That Thing,1807227251,listeners
Newburgh,1,0,-100%,20250418,That Thing,1807227251,listeners
Norfolk,1,0,-100%,20250418,That Thing,1807227251,listeners
Osaka,1,0,-100%,20250418,That Thing,1807227251,listeners
Palma,1,0,-100%,20250418,That Thing,1807227251,listeners
Paris,1,0,-100%,20250418,That Thing,1807227251,listeners
Phoenix,2,0,-100%,20250418,That Thing,1807227251,listeners
Pittsburgh,1,0,-100%,20250418,That Thing,1807227251,listeners
Portland,2,0,-100%,20250418,That Thing,1807227251,listeners
Provo,1,0,-100%,20250418,That Thing,1807227251,listeners
Regina,1,0,-100%,20250418,That Thing,1807227251,listeners
Rennes,1,0,-100%,20250418,That Thing,1807227251,listeners
Richmond,1,0,-100%,20250418,That Thing,1807227251,listeners
Riverside,1,0,-100%,20250418,That Thing,1807227251,listeners
Roanoke,1,0,-100%,20250418,That Thing,1807227251,listeners
Rock Hill,0,0,-,20250418,That Thing,1807227251,listeners
San Jose,4,0,-100%,20250418,That Thing,1807227251,listeners
San Luis Obispo,1,0,-100%,20250418,That Thing,1807227251,listeners
Sarasota,1,0,-100%,20250418,That Thing,1807227251,listeners
Sarnia,1,0,-100%,20250418,That Thing,1807227251,listeners
Sherbrooke,1,0,-100%,20250418,That Thing,1807227251,listeners
Spokane,0,0,-100%,20250418,That Thing,1807227251,listeners
St. Louis,1,0,-100%,20250418,That Thing,1807227251,listeners
Taipei,1,0,-100%,20250418,That Thing,1807227251,listeners
Tauranga,0,0,-,20250418,That Thing,1807227251,listeners
The Villages,0,0,-,20250418,That Thing,1807227251,listeners
Thousand Oaks,1,0,-100%,20250418,That Thing,1807227251,listeners
Toms River,1,0,-100%,20250418,That Thing,1807227251,listeners
Toronto,3,0,-100%,20250418,That Thing,1807227251,listeners
Vancouver,1,0,-100%,20250418,That Thing,1807227251,listeners
Victoria,1,0,-100%,20250418,That Thing,1807227251,listeners
"Washington, D.C.",2,0,-100%,20250418,That Thing,1807227251,listeners
Wellington,1,0,-100%,20250418,That Thing,1807227251,listeners
Wilmington,2,0,-100%,20250418,That Thing,1807227251,listeners
Winnipeg,1,0,-100%,20250418,That Thing,1807227251,listeners
Worcester,1,0,-100%,20250418,That Thing,1807227251,listeners
Zürich,1,0,-100%,20250418,That Thing,1807227251,listeners
Ōita,1,0,-100%,20250418,That Thing,1807227251,listeners
