City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,581,812,+40%,20240628,Althea,1748029276,listeners
Denver,26,38,+46%,20240628,Althea,1748029276,listeners
Atlanta,15,25,+67%,20240628,Althea,1748029276,listeners
Seattle,13,25,+92%,20240628,Althea,1748029276,listeners
Chicago,17,24,+41%,20240628,Althea,1748029276,listeners
Detroit,7,24,+243%,20240628,Althea,1748029276,listeners
Toronto,16,21,+31%,20240628,Althea,1748029276,listeners
New York City,14,16,+14%,20240628,Althea,1748029276,listeners
Salt Lake City,7,16,+129%,20240628,Althea,1748029276,listeners
Portland,19,15,-21%,20240628,Althea,1748029276,listeners
Charlotte,12,14,+17%,20240628,Althea,1748029276,listeners
Los Angeles,15,14,-7%,20240628,Althea,1748029276,listeners
San Jose,13,14,+8%,20240628,Althea,1748029276,listeners
Vancouver,13,13,0%,20240628,Althea,1748029276,listeners
Boston,3,12,+300%,20240628,Althea,1748029276,listeners
Dallas,14,12,-14%,20240628,Althea,1748029276,listeners
Philadelphia,2,12,+500%,20240628,Althea,1748029276,listeners
"Washington, D.C.",4,12,+200%,20240628,Althea,1748029276,listeners
Minneapolis,8,11,+38%,20240628,Althea,1748029276,listeners
Sacramento,4,11,+175%,20240628,Althea,1748029276,listeners
Kansas City,8,10,+25%,20240628,Althea,1748029276,listeners
Nashville,13,10,-23%,20240628,Althea,1748029276,listeners
New Orleans,2,10,+400%,20240628,Althea,1748029276,listeners
Baltimore,5,9,+80%,20240628,Althea,1748029276,listeners
Birmingham,8,9,+13%,20240628,Althea,1748029276,listeners
Calgary,4,8,+100%,20240628,Althea,1748029276,listeners
Cincinnati,5,8,+60%,20240628,Althea,1748029276,listeners
Houston,6,8,+33%,20240628,Althea,1748029276,listeners
Milwaukee,3,8,+167%,20240628,Althea,1748029276,listeners
Orlando,4,8,+100%,20240628,Althea,1748029276,listeners
Hartford,2,7,+250%,20240628,Althea,1748029276,listeners
Paris,4,7,+75%,20240628,Althea,1748029276,listeners
Phoenix,6,7,+17%,20240628,Althea,1748029276,listeners
Rochester,1,7,+600%,20240628,Althea,1748029276,listeners
Syracuse,5,7,+40%,20240628,Althea,1748029276,listeners
Tulsa,2,7,+250%,20240628,Althea,1748029276,listeners
Buffalo,1,6,+500%,20240628,Althea,1748029276,listeners
London,5,6,+20%,20240628,Althea,1748029276,listeners
St. Louis,10,6,-40%,20240628,Althea,1748029276,listeners
Wilmington,1,6,+500%,20240628,Althea,1748029276,listeners
Worcester,3,6,+100%,20240628,Althea,1748029276,listeners
Austin,1,5,+400%,20240628,Althea,1748029276,listeners
Boise,1,5,+400%,20240628,Althea,1748029276,listeners
Fort Worth,1,5,+400%,20240628,Althea,1748029276,listeners
Las Vegas,2,5,+150%,20240628,Althea,1748029276,listeners
Roanoke,2,5,+150%,20240628,Althea,1748029276,listeners
San Antonio,3,5,+67%,20240628,Althea,1748029276,listeners
San Diego,1,5,+400%,20240628,Althea,1748029276,listeners
Albuquerque,1,4,+300%,20240628,Althea,1748029276,listeners
Anchorage,2,4,+100%,20240628,Althea,1748029276,listeners
Beijing,2,4,+100%,20240628,Althea,1748029276,listeners
Columbus,5,4,-20%,20240628,Althea,1748029276,listeners
Edmonton,3,4,+33%,20240628,Althea,1748029276,listeners
Jacksonville,5,4,-20%,20240628,Althea,1748029276,listeners
Montréal,2,4,+100%,20240628,Althea,1748029276,listeners
Omaha,5,4,-20%,20240628,Althea,1748029276,listeners
Richmond,1,4,+300%,20240628,Althea,1748029276,listeners
Tokyo,5,4,-20%,20240628,Althea,1748029276,listeners
Winnipeg,1,4,+300%,20240628,Althea,1748029276,listeners
Amsterdam,1,3,+200%,20240628,Althea,1748029276,listeners
Bridgeport,0,3,-,20240628,Althea,1748029276,listeners
Brisbane,2,3,+50%,20240628,Althea,1748029276,listeners
Burlington,0,3,-,20240628,Althea,1748029276,listeners
Hawthorne,0,3,-,20240628,Althea,1748029276,listeners
Louisville,2,3,+50%,20240628,Althea,1748029276,listeners
Pittsburgh,1,3,+200%,20240628,Althea,1748029276,listeners
Taipei,3,3,0%,20240628,Althea,1748029276,listeners
Wilmington,2,3,+50%,20240628,Althea,1748029276,listeners
Akron,1,2,+100%,20240628,Althea,1748029276,listeners
Ann Arbor,0,2,-,20240628,Althea,1748029276,listeners
Auckland,0,2,-,20240628,Althea,1748029276,listeners
Baton Rouge,0,2,-,20240628,Althea,1748029276,listeners
Birmingham,0,2,-,20240628,Althea,1748029276,listeners
Boulder,4,2,-50%,20240628,Althea,1748029276,listeners
Brattleboro,0,2,-,20240628,Althea,1748029276,listeners
Bridgewater,1,2,+100%,20240628,Althea,1748029276,listeners
Cathedral City,0,2,-,20240628,Althea,1748029276,listeners
Dayton,0,2,-,20240628,Althea,1748029276,listeners
Des Moines,0,2,-,20240628,Althea,1748029276,listeners
Frankfurt Am Main,6,2,-67%,20240628,Althea,1748029276,listeners
Hong Kong,0,2,-,20240628,Althea,1748029276,listeners
Indianapolis,3,2,-33%,20240628,Althea,1748029276,listeners
Knoxville,0,2,-,20240628,Althea,1748029276,listeners
Madison,2,2,0%,20240628,Althea,1748029276,listeners
Madrid,1,2,+100%,20240628,Althea,1748029276,listeners
Mililani Town,1,2,+100%,20240628,Althea,1748029276,listeners
Munich,0,2,-,20240628,Althea,1748029276,listeners
Norfolk,0,2,-,20240628,Althea,1748029276,listeners
Ogden,1,2,+100%,20240628,Althea,1748029276,listeners
San Francisco,4,2,-50%,20240628,Althea,1748029276,listeners
Saratoga Springs,0,2,-,20240628,Althea,1748029276,listeners
Singapore,0,2,-,20240628,Althea,1748029276,listeners
Springfield,0,2,-,20240628,Althea,1748029276,listeners
Stamford,0,2,-,20240628,Althea,1748029276,listeners
Staunton,0,2,-,20240628,Althea,1748029276,listeners
Tel Aviv,2,2,0%,20240628,Althea,1748029276,listeners
Winchester,0,2,-,20240628,Althea,1748029276,listeners
Yuba City,0,2,-,20240628,Althea,1748029276,listeners
Albany,1,1,0%,20240628,Althea,1748029276,listeners
Allegan,0,1,-,20240628,Althea,1748029276,listeners
Allentown,2,1,-50%,20240628,Althea,1748029276,listeners
Amery,0,1,-,20240628,Althea,1748029276,listeners
Asheville,0,1,-,20240628,Althea,1748029276,listeners
Athens,0,1,-,20240628,Althea,1748029276,listeners
Atlantic City,0,1,-,20240628,Althea,1748029276,listeners
Auburn,1,1,0%,20240628,Althea,1748029276,listeners
Bangkok,0,1,-,20240628,Althea,1748029276,listeners
Bellingham,0,1,-,20240628,Althea,1748029276,listeners
Billings,0,1,-,20240628,Althea,1748029276,listeners
Bowie,0,1,-,20240628,Althea,1748029276,listeners
Brandon,0,1,-,20240628,Althea,1748029276,listeners
Bristol,0,1,-,20240628,Althea,1748029276,listeners
Brockton,1,1,0%,20240628,Althea,1748029276,listeners
Bucharest,0,1,-,20240628,Althea,1748029276,listeners
Budapest,3,1,-67%,20240628,Althea,1748029276,listeners
Cable,0,1,-,20240628,Althea,1748029276,listeners
Cape Town,2,1,-50%,20240628,Althea,1748029276,listeners
Castle Rock,0,1,-,20240628,Althea,1748029276,listeners
Charlotte Amalie,0,1,-,20240628,Althea,1748029276,listeners
Chengdu,1,1,0%,20240628,Althea,1748029276,listeners
Chesapeake Beach,0,1,-,20240628,Althea,1748029276,listeners
Cheyenne,0,1,-,20240628,Althea,1748029276,listeners
Christchurch,0,1,-,20240628,Althea,1748029276,listeners
Clarksburg,0,1,-,20240628,Althea,1748029276,listeners
Concord,2,1,-50%,20240628,Althea,1748029276,listeners
Corsicana,0,1,-,20240628,Althea,1748029276,listeners
Daytona Beach,0,1,-,20240628,Althea,1748029276,listeners
Dubai,0,1,-,20240628,Althea,1748029276,listeners
Dublin,0,1,-,20240628,Althea,1748029276,listeners
Duluth,0,1,-,20240628,Althea,1748029276,listeners
Durham,0,1,-,20240628,Althea,1748029276,listeners
