City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,39,162,+315%,20250411,That Thing,1807227251,listeners
Chicago,3,9,+200%,20250411,That Thing,1807227251,listeners
Boston,2,6,+200%,20250411,That Thing,1807227251,listeners
Tokyo,1,6,+500%,20250411,That Thing,1807227251,listeners
Atlanta,0,5,-,20250411,That Thing,1807227251,listeners
Denver,1,5,+400%,20250411,That Thing,1807227251,listeners
London,2,4,+100%,20250411,That Thing,1807227251,listeners
San Jose,2,4,+100%,20250411,That Thing,1807227251,listeners
Austin,0,3,-,20250411,That Thing,1807227251,listeners
Charlotte,0,3,-,20250411,That Thing,1807227251,listeners
Detroit,0,3,-,20250411,That Thing,1807227251,listeners
Hartford,0,3,-,20250411,That Thing,1807227251,listeners
Houston,1,3,+200%,20250411,That Thing,1807227251,listeners
New York City,1,3,+200%,20250411,That Thing,1807227251,listeners
San Francisco,0,3,-,20250411,That Thing,1807227251,listeners
Toronto,1,3,+200%,20250411,That Thing,1807227251,listeners
Baton Rouge,0,2,-,20250411,That Thing,1807227251,listeners
Cape Town,0,2,-,20250411,That Thing,1807227251,listeners
Columbus,0,2,-,20250411,That Thing,1807227251,listeners
Des Moines,0,2,-,20250411,That Thing,1807227251,listeners
Glasgow,0,2,-,20250411,That Thing,1807227251,listeners
Indianapolis,0,2,-,20250411,That Thing,1807227251,listeners
Los Angeles,1,2,+100%,20250411,That Thing,1807227251,listeners
Mumbai,0,2,-,20250411,That Thing,1807227251,listeners
Orlando,1,2,+100%,20250411,That Thing,1807227251,listeners
Phoenix,0,2,-,20250411,That Thing,1807227251,listeners
Portland,0,2,-,20250411,That Thing,1807227251,listeners
"Washington, D.C.",0,2,-,20250411,That Thing,1807227251,listeners
Wilmington,0,2,-,20250411,That Thing,1807227251,listeners
Albuquerque,0,1,-,20250411,That Thing,1807227251,listeners
Anaheim,0,1,-,20250411,That Thing,1807227251,listeners
Brisbane,0,1,-,20250411,That Thing,1807227251,listeners
Cape Coral,0,1,-,20250411,That Thing,1807227251,listeners
Carmel,0,1,-,20250411,That Thing,1807227251,listeners
Christchurch,0,1,-,20250411,That Thing,1807227251,listeners
Dallas,0,1,-,20250411,That Thing,1807227251,listeners
Dublin,0,1,-,20250411,That Thing,1807227251,listeners
Durham,0,1,-,20250411,That Thing,1807227251,listeners
Edmonton,1,1,0%,20250411,That Thing,1807227251,listeners
Elche,0,1,-,20250411,That Thing,1807227251,listeners
Fort Madison,0,1,-,20250411,That Thing,1807227251,listeners
Frederick,0,1,-,20250411,That Thing,1807227251,listeners
Gordon,0,1,-,20250411,That Thing,1807227251,listeners
Greenville,0,1,-,20250411,That Thing,1807227251,listeners
Hanoi,0,1,-,20250411,That Thing,1807227251,listeners
Heerenveen,0,1,-,20250411,That Thing,1807227251,listeners
Jackson,0,1,-,20250411,That Thing,1807227251,listeners
Kansas City,0,1,-,20250411,That Thing,1807227251,listeners
Kyiv,0,1,-,20250411,That Thing,1807227251,listeners
Lancaster,0,1,-,20250411,That Thing,1807227251,listeners
Las Vegas,0,1,-,20250411,That Thing,1807227251,listeners
Leeds,0,1,-,20250411,That Thing,1807227251,listeners
Loveland,0,1,-,20250411,That Thing,1807227251,listeners
Malmö,0,1,-,20250411,That Thing,1807227251,listeners
Manchester,0,1,-,20250411,That Thing,1807227251,listeners
Marshalltown,0,1,-,20250411,That Thing,1807227251,listeners
Melbourne,0,1,-,20250411,That Thing,1807227251,listeners
Mesa,1,1,0%,20250411,That Thing,1807227251,listeners
Miami,0,1,-,20250411,That Thing,1807227251,listeners
Milwaukee,0,1,-,20250411,That Thing,1807227251,listeners
Minneapolis,0,1,-,20250411,That Thing,1807227251,listeners
Missoula,0,1,-,20250411,That Thing,1807227251,listeners
Nashville,0,1,-,20250411,That Thing,1807227251,listeners
New Haven,0,1,-,20250411,That Thing,1807227251,listeners
Newburgh,0,1,-,20250411,That Thing,1807227251,listeners
Norfolk,0,1,-,20250411,That Thing,1807227251,listeners
Osaka,0,1,-,20250411,That Thing,1807227251,listeners
Palma,0,1,-,20250411,That Thing,1807227251,listeners
Paris,0,1,-,20250411,That Thing,1807227251,listeners
Pittsburgh,0,1,-,20250411,That Thing,1807227251,listeners
Provo,0,1,-,20250411,That Thing,1807227251,listeners
Regina,0,1,-,20250411,That Thing,1807227251,listeners
Rennes,0,1,-,20250411,That Thing,1807227251,listeners
Richmond,0,1,-,20250411,That Thing,1807227251,listeners
Riverside,0,1,-,20250411,That Thing,1807227251,listeners
Roanoke,1,1,0%,20250411,That Thing,1807227251,listeners
Sacramento,0,1,-,20250411,That Thing,1807227251,listeners
San Luis Obispo,0,1,-,20250411,That Thing,1807227251,listeners
Sarasota,0,1,-,20250411,That Thing,1807227251,listeners
Sarnia,0,1,-,20250411,That Thing,1807227251,listeners
Seattle,1,1,0%,20250411,That Thing,1807227251,listeners
Sherbrooke,0,1,-,20250411,That Thing,1807227251,listeners
St. Louis,0,1,-,20250411,That Thing,1807227251,listeners
Taipei,0,1,-,20250411,That Thing,1807227251,listeners
Thousand Oaks,0,1,-,20250411,That Thing,1807227251,listeners
Toms River,0,1,-,20250411,That Thing,1807227251,listeners
Vancouver,0,1,-,20250411,That Thing,1807227251,listeners
Victoria,0,1,-,20250411,That Thing,1807227251,listeners
Wellington,0,1,-,20250411,That Thing,1807227251,listeners
Winnipeg,1,1,0%,20250411,That Thing,1807227251,listeners
Worcester,0,1,-,20250411,That Thing,1807227251,listeners
Zürich,0,1,-,20250411,That Thing,1807227251,listeners
Ōita,0,1,-,20250411,That Thing,1807227251,listeners
Amsterdam,1,0,-100%,20250411,That Thing,1807227251,listeners
Baltimore,1,0,-100%,20250411,That Thing,1807227251,listeners
Belfast,1,0,-100%,20250411,That Thing,1807227251,listeners
Buffalo,1,0,-100%,20250411,That Thing,1807227251,listeners
Halifax,1,0,-100%,20250411,That Thing,1807227251,listeners
Manchester,1,0,-100%,20250411,That Thing,1807227251,listeners
Morgantown,1,0,-100%,20250411,That Thing,1807227251,listeners
Philadelphia,1,0,-100%,20250411,That Thing,1807227251,listeners
Pécs,1,0,-100%,20250411,That Thing,1807227251,listeners
Rochester,1,0,-100%,20250411,That Thing,1807227251,listeners
San Diego,1,0,-100%,20250411,That Thing,1807227251,listeners
Seoul,1,0,-100%,20250411,That Thing,1807227251,listeners
Spokane,0,0,-,20250411,That Thing,1807227251,listeners
Tacoma,1,0,-100%,20250411,That Thing,1807227251,listeners
Wichita,1,0,-100%,20250411,That Thing,1807227251,listeners
