City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,0,714,-,20240621,Althea,1748029276
Portland,0,30,-,20240621,Althea,1748029276
Denver,0,29,-,20240621,Althea,1748029276
Chicago,0,22,-,20240621,Althea,1748029276
Seattle,0,20,-,20240621,Althea,1748029276
Nashville,0,19,-,20240621,Althea,1748029276
Atlanta,0,18,-,20240621,Althea,1748029276
Los Angeles,0,18,-,20240621,Althea,1748029276
New York City,0,18,-,20240621,Althea,1748029276
San Jose,0,17,-,20240621,Althea,1748029276
Toronto,0,17,-,20240621,Althea,1748029276
St. Louis,0,15,-,20240621,Althea,1748029276
Vancouver,0,15,-,20240621,Althea,1748029276
Dallas,0,14,-,20240621,Althea,1748029276
Jacksonville,0,14,-,20240621,Althea,1748029276
Charlotte,0,12,-,20240621,Althea,1748029276
Houston,0,9,-,20240621,Althea,1748029276
Kansas City,0,9,-,20240621,Althea,1748029276
Minneapolis,0,9,-,20240621,Althea,1748029276
Birmingham,0,8,-,20240621,Althea,1748029276
Detroit,0,8,-,20240621,Althea,1748029276
Phoenix,0,8,-,20240621,Althea,1748029276
Salt Lake City,0,8,-,20240621,Althea,1748029276
Syracuse,0,8,-,20240621,Althea,1748029276
Frankfurt Am Main,0,7,-,20240621,Althea,1748029276
London,0,7,-,20240621,Althea,1748029276
Omaha,0,7,-,20240621,Althea,1748029276
Paris,0,7,-,20240621,Althea,1748029276
Miami,0,6,-,20240621,Althea,1748029276
New Orleans,0,6,-,20240621,Althea,1748029276
Sacramento,0,6,-,20240621,Althea,1748029276
San Francisco,0,6,-,20240621,Althea,1748029276
Baltimore,0,5,-,20240621,Althea,1748029276
Cincinnati,0,5,-,20240621,Althea,1748029276
Columbus,0,5,-,20240621,Althea,1748029276
Oklahoma City,0,5,-,20240621,Althea,1748029276
Tacoma,0,5,-,20240621,Althea,1748029276
Tokyo,0,5,-,20240621,Althea,1748029276
"Washington, D.C.",0,5,-,20240621,Althea,1748029276
Worcester,0,5,-,20240621,Althea,1748029276
Boise,0,4,-,20240621,Althea,1748029276
Boulder,0,4,-,20240621,Althea,1748029276
Calgary,0,4,-,20240621,Althea,1748029276
Edmonton,0,4,-,20240621,Althea,1748029276
Hartford,0,4,-,20240621,Althea,1748029276
Milwaukee,0,4,-,20240621,Althea,1748029276
Orlando,0,4,-,20240621,Althea,1748029276
Boston,0,3,-,20240621,Althea,1748029276
Budapest,0,3,-,20240621,Althea,1748029276
Fort Collins,0,3,-,20240621,Althea,1748029276
Hamburg,0,3,-,20240621,Althea,1748029276
Helsinki,0,3,-,20240621,Althea,1748029276
Honolulu,0,3,-,20240621,Althea,1748029276
Indianapolis,0,3,-,20240621,Althea,1748029276
Madrid,0,3,-,20240621,Althea,1748029276
Montréal,0,3,-,20240621,Althea,1748029276
Philadelphia,0,3,-,20240621,Althea,1748029276
Riverside,0,3,-,20240621,Althea,1748029276
San Antonio,0,3,-,20240621,Althea,1748029276
Sydney,0,3,-,20240621,Althea,1748029276
Taipei,0,3,-,20240621,Althea,1748029276
Tulsa,0,3,-,20240621,Althea,1748029276
Wichita,0,3,-,20240621,Althea,1748029276
Allentown,0,2,-,20240621,Althea,1748029276
Anchorage,0,2,-,20240621,Althea,1748029276
Beijing,0,2,-,20240621,Althea,1748029276
Bridgewater,0,2,-,20240621,Althea,1748029276
Brisbane,0,2,-,20240621,Althea,1748029276
Cape Town,0,2,-,20240621,Althea,1748029276
Concord,0,2,-,20240621,Althea,1748029276
Dortmund,0,2,-,20240621,Althea,1748029276
Fayetteville,0,2,-,20240621,Althea,1748029276
Fresno,0,2,-,20240621,Althea,1748029276
Grand Forks,0,2,-,20240621,Althea,1748029276
Johannesburg,0,2,-,20240621,Althea,1748029276
Kyiv,0,2,-,20240621,Althea,1748029276
Las Vegas,0,2,-,20240621,Althea,1748029276
Louisville,0,2,-,20240621,Althea,1748029276
Madison,0,2,-,20240621,Althea,1748029276
Mililani Town,0,2,-,20240621,Althea,1748029276
Missoula,0,2,-,20240621,Althea,1748029276
Oxnard,0,2,-,20240621,Althea,1748029276
Providence,0,2,-,20240621,Althea,1748029276
Provo,0,2,-,20240621,Althea,1748029276
Roanoke,0,2,-,20240621,Althea,1748029276
Samsun,0,2,-,20240621,Althea,1748029276
Spokane,0,2,-,20240621,Althea,1748029276
Tel Aviv,0,2,-,20240621,Althea,1748029276
Toledo,0,2,-,20240621,Althea,1748029276
Vienna,0,2,-,20240621,Althea,1748029276
Waxahachie,0,2,-,20240621,Althea,1748029276
Wilmington,0,2,-,20240621,Althea,1748029276
Adelaide,0,1,-,20240621,Althea,1748029276
Akron,0,1,-,20240621,Althea,1748029276
Albany,0,1,-,20240621,Althea,1748029276
Albuquerque,0,1,-,20240621,Althea,1748029276
Amsterdam,0,1,-,20240621,Althea,1748029276
Ashland,0,1,-,20240621,Althea,1748029276
Aspen,0,1,-,20240621,Althea,1748029276
Auburn,0,1,-,20240621,Althea,1748029276
Austin,0,1,-,20240621,Althea,1748029276
Bangor,0,1,-,20240621,Althea,1748029276
Battle Creek,0,1,-,20240621,Althea,1748029276
Beaumont,0,1,-,20240621,Althea,1748029276
Beaver Dam,0,1,-,20240621,Althea,1748029276
Bedford,0,1,-,20240621,Althea,1748029276
Bengaluru,0,1,-,20240621,Althea,1748029276
Binghamton,0,1,-,20240621,Althea,1748029276
Bozeman,0,1,-,20240621,Althea,1748029276
Brentwood,0,1,-,20240621,Althea,1748029276
Brockton,0,1,-,20240621,Althea,1748029276
Brunswick,0,1,-,20240621,Althea,1748029276
Brussels,0,1,-,20240621,Althea,1748029276
Buffalo,0,1,-,20240621,Althea,1748029276
Butler,0,1,-,20240621,Althea,1748029276
Charleston,0,1,-,20240621,Althea,1748029276
Chengdu,0,1,-,20240621,Althea,1748029276
Clarksville,0,1,-,20240621,Althea,1748029276
Cleveland,0,1,-,20240621,Althea,1748029276
Dnipro,0,1,-,20240621,Althea,1748029276
Durango,0,1,-,20240621,Althea,1748029276
Düsseldorf,0,1,-,20240621,Althea,1748029276
Elmira,0,1,-,20240621,Althea,1748029276
Fort Lauderdale,0,1,-,20240621,Althea,1748029276
Fort Smith,0,1,-,20240621,Althea,1748029276
Fort Worth,0,1,-,20240621,Althea,1748029276
Gastonia,0,1,-,20240621,Althea,1748029276
Genève,0,1,-,20240621,Althea,1748029276
Gniezno,0,1,-,20240621,Althea,1748029276
Goochland,0,1,-,20240621,Althea,1748029276
Great Falls,0,1,-,20240621,Althea,1748029276
Green Bay,0,1,-,20240621,Althea,1748029276
Grinnell,0,1,-,20240621,Althea,1748029276
Hannover,0,1,-,20240621,Althea,1748029276
Hermosillo,0,1,-,20240621,Althea,1748029276
Hsinchu,0,1,-,20240621,Althea,1748029276
Jackson,0,1,-,20240621,Althea,1748029276
Johnson City,0,1,-,20240621,Althea,1748029276
Johnstown,0,1,-,20240621,Althea,1748029276
Kalispell,0,1,-,20240621,Althea,1748029276
Kamloops,0,1,-,20240621,Althea,1748029276
Kennewick,0,1,-,20240621,Althea,1748029276
Kraków,0,1,-,20240621,Althea,1748029276
Kuala Lumpur,0,1,-,20240621,Althea,1748029276
Laramie,0,1,-,20240621,Althea,1748029276
Lausanne,0,1,-,20240621,Althea,1748029276
Lima,0,1,-,20240621,Althea,1748029276
Little Rock,0,1,-,20240621,Althea,1748029276
Luxembourg,0,1,-,20240621,Althea,1748029276
Medford,0,1,-,20240621,Althea,1748029276
Memphis,0,1,-,20240621,Althea,1748029276
Mesa,0,1,-,20240621,Althea,1748029276
Mexico City,0,1,-,20240621,Althea,1748029276
Milan,0,1,-,20240621,Althea,1748029276
Milton Keynes,0,1,-,20240621,Althea,1748029276
Moncton,0,1,-,20240621,Althea,1748029276
Monterrey,0,1,-,20240621,Althea,1748029276
Montgomery,0,1,-,20240621,Althea,1748029276
Montrose,0,1,-,20240621,Althea,1748029276
Nanjing,0,1,-,20240621,Althea,1748029276
New Richmond,0,1,-,20240621,Althea,1748029276
North Adams,0,1,-,20240621,Althea,1748029276
Oak Island,0,1,-,20240621,Althea,1748029276
Oakland,0,1,-,20240621,Althea,1748029276
Ogden,0,1,-,20240621,Althea,1748029276
Oldenburg,0,1,-,20240621,Althea,1748029276
Ottawa,0,1,-,20240621,Althea,1748029276
Parksville,0,1,-,20240621,Althea,1748029276
Pittsburgh,0,1,-,20240621,Althea,1748029276
Portland,0,1,-,20240621,Althea,1748029276
Prague,0,1,-,20240621,Althea,1748029276
Pretoria,0,1,-,20240621,Althea,1748029276
Quezon City,0,1,-,20240621,Althea,1748029276
Reno,0,1,-,20240621,Althea,1748029276
Richmond,0,1,-,20240621,Althea,1748029276
Rochester,0,1,-,20240621,Althea,1748029276
Rochester,0,1,-,20240621,Althea,1748029276
Rouses Point,0,1,-,20240621,Althea,1748029276
Rumford,0,1,-,20240621,Althea,1748029276
Saint George,0,1,-,20240621,Althea,1748029276
Saint Helena,0,1,-,20240621,Althea,1748029276
San Diego,0,1,-,20240621,Althea,1748029276
Santa Cruz,0,1,-,20240621,Althea,1748029276
Santa Fe,0,1,-,20240621,Althea,1748029276
Santa Rosa,0,1,-,20240621,Althea,1748029276
Seoul,0,1,-,20240621,Althea,1748029276
Sioux Falls,0,1,-,20240621,Althea,1748029276
Spartanburg,0,1,-,20240621,Althea,1748029276
Springfield,0,1,-,20240621,Althea,1748029276
Stuttgart,0,1,-,20240621,Althea,1748029276
Summerville,0,1,-,20240621,Althea,1748029276
Tallinn,0,1,-,20240621,Althea,1748029276
Tampa,0,1,-,20240621,Althea,1748029276
Terrace,0,1,-,20240621,Althea,1748029276
Thousand Oaks,0,1,-,20240621,Althea,1748029276
Toms River,0,1,-,20240621,Althea,1748029276
Trenton,0,1,-,20240621,Althea,1748029276
Vernon,0,1,-,20240621,Althea,1748029276
Vilnius,0,1,-,20240621,Althea,1748029276
Virginia Beach,0,1,-,20240621,Althea,1748029276
Warsaw,0,1,-,20240621,Althea,1748029276
