City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,12,24,+100%,20241227,Althea,1748029276
Cincinnati,1,3,+200%,20241227,Althea,1748029276
Atlanta,0,2,-,20241227,Althea,1748029276
Detroit,1,2,+100%,20241227,Althea,1748029276
Madrid,0,2,-,20241227,Althea,1748029276
San Antonio,0,2,-,20241227,Althea,1748029276
Charlotte,0,1,-,20241227,Althea,1748029276
Johannesburg,0,1,-,20241227,Althea,1748029276
Los Angeles,1,1,0%,20241227,Althea,1748029276
Miami,0,1,-,20241227,Althea,1748029276
Milwaukee,0,1,-,20241227,Althea,1748029276
Minneapolis,0,1,-,20241227,Althea,1748029276
Norfolk,0,1,-,20241227,Althea,1748029276
Oklahoma City,0,1,-,20241227,Althea,1748029276
Portland,0,1,-,20241227,Althea,1748029276
Roanoke,0,1,-,20241227,Althea,1748029276
Sheboygan,0,1,-,20241227,Althea,1748029276
Sydney,0,1,-,20241227,Althea,1748029276
Akron,1,0,-100%,20241227,Althea,1748029276
Boston,1,0,-100%,20241227,Althea,1748029276
Fort Worth,1,0,-100%,20241227,Althea,1748029276
Helena,1,0,-100%,20241227,Althea,1748029276
Las Vegas,1,0,-100%,20241227,Althea,1748029276
Seattle,2,0,-100%,20241227,Althea,1748029276
Taipei,1,0,-100%,20241227,Althea,1748029276
Tel Aviv,1,0,-100%,20241227,Althea,1748029276
